page,eng,twi
99,forage,fõ
99,forage,ko afõ
99,forage,pe poṅko-duaṅ
99,forage,apoṅkoha
99,forager,bafoo
99,forager,bafõ
99,forasmuch,esiane se..nti
99,forbear,gyae
99,forbear,gya mu
99,forbear,to
99,forbear,to or bĕre..bo ase
99,forbid,băra
99,forbid,gu
99,forbid,si (brb.hõ)kwaṅ
99,force,sŭm atiko
99,force,hye
99,force,tintim
99,force,tõ mmõnnã
99,force,ahõgdeṅ
99,force,ṅhyeso
99,force,edom
99,force,ahõdeṅsò
99,force,abĕraṅsò
99,force,akakabeṅ
99,force,a-kokobiri
99,force,apori
99,force,kyĕṅkyĕṅara
99,forceps,odábáu
99,ford,atŭwaree
99,ford,asutŭwaree
99,ford,twa asu
99,forefathers,tete agyanom
99,forefathers,nãnanom
99,fore-finger,akyerekyérekwaṅ
99,fore-head,mōma
99,fore-foot of quadrupeds,obasá
99,foreigner,ohoho
99,foreigner,opótofo
99,foreigner,omamfrani
99,foreigner,oṅãnã
99,foreigner,ni
99,foreknow,hŭ sie
99,foreman,adikaṅ
99,foreman,adwuma mu panyiṅ
99,foremost,kaṅ
99,foremost,kaŭkyereky-
99,foremost,titiri
99,foremost,kūnini
99,forenoon,anopa(bere)
99,forerun,di..kaṅ
99,forerun,adi-kaṅ
99,forerun,eseṅ
99,forerun,seneafó
99,foresee,hŭ brb. ansã na eba
99,foresee,hŭ sie
99,foresee,di brb. hŭ-kaṅ
99,forest,kwae
99,forest,ahabaṅ
99,forest,wuram
99,forest,kwae birentū
99,forest,kūsū
99,foretell,kã sie
99,foretell,hye ṅkom
99,forewarn,bo..koko
99,forewarn,yi..apra
99,forge,tonasúm
99,forge,otonsu
99,forge,tono
99,forge,bo dade
99,forge,bo (aso n.a.)
99,forgery,ṅkóntompodeyo
99,forget,wĕre fi
99,forget,ani pa so
99,forget,fa so
99,forget,fi ani so
99,forget,m'ani apa so
99,forget,afa me so
99,forget,me wĕre afi
99,forget,afi m'ani so
99,forgetful,nea n'asõm nni agua
99,forgetful,ne wĕre fi ade ntem
99,forgetful,oye asõ- or anibiannásó
99,forgetfulness,aĕwerefiri
99,forgetfulness,asõ or anibiannásó
99,forgetfulness,okasa nè n'a-wĕrefiri
99,forgive,de(fa)..firi
99,forgive,de(fa)..kye
99,forgive,ode me bone akye or afiri me
99,fork,adinam
99,fork,ṅkorata
99,form,su
99,form,baṅ
99,form,subaṅ
99,form,nseso
99,form,yebea
99,form,woradada
99,form,ṅwene
99,form,bo
99,form,ye
99,form,seṅ
100,former,oyefo
100,former,odeyefo
100,former,ofárè-bae
100,former,caster ogufo
100,former,a.nea edi kaṅ
100,former,edi anim
100,former,eba kaṅ
100,formerly,kaṅ
100,formerly,kane
100,formerly,kaṅ no
100,formerly,kaṅkyerekyere
100,formidable,kese pa
100,formidable,to be-..hõ ye hũ
100,fornication,aguamămmo
100,fornication,ago
100,fornicator,mmāpefo
100,fornicator,obágofo
100,forsake,gyau
100,forsake,pa (akyi)
100,forswear,de ntaṅkā pa
100,forswear,kā ntaṅhunu
100,fort,abaṅ
100,fort,kese
100,fort,a eye deṅ
100,forthwith,amonom
100,forthwith,ntem ara
100,fortnight,nnaàwótwe or adapeṅ abieṅ
100,fortnight,mmienu
100,fortnight,dadu-nnánnaṅ
100,fortunate,osĩadefo
100,fortunate,nea ne kăra ye
100,fortune,sĩade
100,fortune,ade
100,fortune,akõnyãde
100,fortune,ṅkărabea
100,fortune,okărayiye
100,fortune-teller,krămó
100,fortune-teller,fo
100,forty,aduanaṅ
100,forty-days,adaduanáṅ
100,forward,anim
100,forward,anim fãm
100,forward,anim kwaṅ
100,forward,to be-di anim
100,forward,ye pérep-
100,forward,pĕrep-
100,forward,di mperewasém
100,forward,ko anim
100,forward,bo pùa
100,forward-send,mănã (ṅh.)
100,forward-send,de brb. mănã...
100,forwardness,mpóforo
100,forwardness,anuo-deṅ
100,forwardness-proofs of,anuodenne
100,foster-child,abanómã
100,foster-child,oba a obi atëu no yèṅ no
100,foster,yèṅ
100,foul,efĩ
100,foul,pòtõ
100,foul,tantáṅ
100,foul,bàsabasa
100,foul,ye fĩ
100,foul,gu..hõ fĩ
100,foul,ye brb. tantaṅ
100,foul,mã hõ kũm
100,found,ase
100,found,hye-
100,found,si
100,found-cast,gu (dade n. a.)
100,foundation,ntoase
100,foundation,ṅhyease
100,foundation,mfiase
100,foundation,mmoase
100,fountain,asubura
100,fountain,nsuaniwa
100,fountain,nsumănã
100,fountain-source,nsuti
100,four,anaṅ
100,four,nnaṅ
100,four-days,nne nná-nnaṅ
100,four-days ago,nne nná-nnaṅ
100,four-persons,bānaṅ
100,four-score,aduòwótwe
100,four-teen,(e)dúnnáṅ
100,four-times,mpẽnnáṅ
100,fowl,akoko
100,fowl,anõma
100,fowl-wild,abókó
100,fowl-v.,kõ nnõma
100,fowl-ing-piece,anõmakõ-
100,fox,sakrămaṅ
100,fraction,mmubui
100,fraction,afăfă
100,fracture,obú
100,fragile,peṅpeṅ
100,fragile-to be,eṅkyé(re)
100,fragment,siṅ
100,fragment,asiṅasiṅ
100,fragment,gõ
100,fragment,ago-ago
100,fragment,mporoporowa
100,fragrance,ehũã
100,fragrance,ohũãm
100,frame,si (mpoṅṅua)
100,frame-fig.,bo tirim kã or ye
100,frame,apóṅṅua
100,frame,apoṅṅwã
100,frame,mfónigua
100,frame-work,mpuraṅ a woahyehye de asi daṅ
100,frank,nea eda wia so
100,frank-ne yam ye,odi seṅkoro
100,frankincense,ohye-hũãm
101,frankness,ayamyi
101,fraternise,kã
101,fraternise,bọ (sẹ nuanom)
101,fraud,amimdi
101,fraud,nnâdâ
101,fraud,nsisi
101,fraud,kusum(di)
101,free,nea ọde nehọ
101,free,ọdehye
101,free-will,adehyedipe
101,free-will,ọpe a ede nehọ or ẹso ne kọn
101,freebooter,odwọtwạfo
101,freely,yiye
101,freely,ayamyi so
101,freely,ayam-
101,freeman,nea ọde nehọ
101,freeman,ọdehye
101,freeze,awọ mã ẹkyere or ẹkyẹṅkyẹṅ
101,freight,hyeṅ mu or teaseẹnam so agụade
101,frenzy,adammo
101,frenzy,gye
101,frenzy,bọ dám
101,frenzy,-gyé
101,frequent,ka
101,frequent,tā (ba)
101,frequent,boro..so
101,frequent,bu..so
101,frequently,dā
101,fresh,foforo
101,fresh,momono
101,fresh,amono
101,fresh,kàṅwẽ
101,fret,pẹe mu
101,fret,di mu adwĩni
101,fret,huru bo
101,fret,yi..tui
101,fret,bo huru
101,fricassee,fọrọfọrọ
101,Friday,Fida
101,friend,adamfo
101,friend,nn-nom
101,friend,awẹ
101,friend,oyọṅkọ
101,friend,afé
101,friend,mfefo
101,friendless,aṅkọnam
101,friendless,onnibie
101,friendless,akaneṅkọni
101,friendliness,animteẹ
101,friendliness,ayọṅkọfa
101,friendship,ayọṅkọfa
101,friendship,adamfo
101,friendship,amannifo
101,friendship,abusũa
101,frigate,akọhyeṅ bi (diṅ)
101,fright,ehũ
101,fright,osuro
101,fright,abotu
101,fright,akọmatu
101,fright,ahũnasuro
101,frighten,yi..hũ
101,frighten,tu..bo
101,frighten,yi..ahĩ
101,frightful,(ẹ)họ ye hũ
101,frightful,eye hũ
101,frightful,ne họ ye hũ
101,frightful,oye hũ
101,frightful,-ohũfo
101,frigid,ṅwini
101,frigid,ṅwuṅ
101,frigid,wirududu
101,frivolous,búhu(o)
101,frivolous,(nipa) hunu
101,frock,fraka
101,frock,atade
101,frog,apotoro
101,frog,atwégre
101,frolic,ani gye sẹ
101,frolic,te(u) akrayám
101,from,fi
101,from,firi
101,from,de..fi
101,from,-nti
101,from,ẹdeṅ nti(ra)
101,front,anim
101,front,adanim
101,front,animhọ
101,front,di kaṅ
101,front,twafo
101,frontier,ohye
101,frontier,fuhye
101,frontier,kūrotia
101,froth,ahuru
101,froward,pérepere
101,froward,kọntọṅkyẹ
101,frowardness,mpĩ
101,frowardness,mpìyẹ
101,frowardness,aṅuḍeṅ
101,frowardness,perepere
102,frown,kum
102,frown,"pũapũa anim, mũna"
102,frugality,anidaho
102,frugality,adesokyee
102,fruit,aba
102,fruit,adua
102,fruit,ba
102,fruit,dua aba
102,fruitful,to be-
102,fruitful,"ba aduaṅ, sō aba (yiye)"
102,fruitful,wo mma
102,frustrate,sĩàṅ obi
102,frustrate,pě ẇe
102,fry,kye
102,fuel,ogya
102,fuel,nnyentia
102,fuel,anyáṅ
102,fuel,nnyina
102,fuel,ko anyáṅ
102,fuel,nnyina
102,fugitive,ogũaṅfo
102,fugitive,kobofo
102,fulfil,mã ęba mu
102,full,mã
102,full,mãtęṅṅ
102,full,tęṅkyem
102,full,emũ
102,full,kese
102,full,pe
102,full,pepe
102,full,ye mã
102,full,mẽ
102,full,tẇa puru
102,full,kōrokũma
102,fullstop,osiẇiei
102,fulness,mãyẹ
102,fume,oẇisie
102,fume,owusiu
102,fun,nsęṅkwã
102,fun,aseresęm
102,fun,agosem
102,fun,agoru
102,fun,agoro
102,fund,dẇetiri
102,fund,kwasafo dẇ
102,fund,asafo ṅkoreṅkore dẇ
102,fund,amantam asafo dẇ
102,fund,ahĩafo dẇ
102,fund,atrãemansiṅ asafo dẇ
102,fund,bọ dẇetiri
102,fund,yi tō
102,fund,hye bàtá
102,funeral,afunsie
102,funeral,amũsie
102,funeral,ayi
102,funeral,ayiyo
102,fungus,mmere
102,fungus,Ak. mmere
102,funnel,fẇiei
102,funnel,soṅē
102,funnel,sonee
102,fur,aboa-ṅhōma a ẹhō ṅhẇiṅhẇi
102,furious,ani abere kō
102,furious,ani ado ṅkrãṅ
102,furl,bobo(u)
102,furnace,fǒṅǒnō
102,furnish,mã
102,furnish,siesie
102,furnish,hyehye
102,furniture,daṅ mu nneęma
102,furniture,nneęma a esisi daṅ mu
102,furrow,okã
102,furrow,ofetękã
102,furrow,akofi-kã
102,furrow,yi kã
102,further,anim noho
102,further,dóhà
102,further,nso
102,further,saṅkyiri bio
102,further,yi
102,fury,anibere
102,fury,yamgya
102,fury,abohuru
102,fury,adammo
102,fuse,hono
102,fuse,nãṅ
102,fuse,nãne
102,fuss,akasak'-
102,fuss,gyegyēgye
102,fuss,hōye
102,future,okyẽna
102,future,dakyẽ (bi)
102,future,dakyẽ kãbea
102,fy,ao
102,fy,kosę
102,fy,kosękosę
102,Gabble,toa ntęṅ
102,Gabble,kasa kũrodo-k-
102,Gabble,di pãtẇēp-
102,gabble,okasahunu
102,gabble,ntęṅtoa
102,gabble,nsęmpã
102,gag,manniamfrę
102,gag,to obi a-nom man-
102,gage,de..si awowa
102,gage,susu
102,gaily,feso
102,gaily,fefe
102,gain,fa so
102,gain,nyã mfaso
102,gain,hō brb
102,gain,mfaso
102,gain,nsim'
102,gain,ntoso
103,gainsay,yi or tua ano
103,gainsay,saṅ
103,gaiters,nãnsa-ṅhyeguso
103,gale,ahum
103,gale,mframadom
103,gall,boṅwoma
103,gállant,ye nnam
103,gállant,bo ye duru
103,gállant,okatakyi
103,gallery,abĕrannā
103,gallery,nnua
103,gallop,opoṅko tutu mmirika yeredede
103,gallows,aseṅe
103,gallows,aseṅdua
103,gamble,tōṅhōma
103,gamble,ntrama
103,gamble,sinté
103,gambler,ṅhōmatofo
103,gambler,osatofo
103,gambling,ṅhōmatō
103,gambling,ntramatō
103,gambling,ntesi
103,game,agoru
103,game,agoro
103,game,ṅhōmatō
103,game,ntramatō
103,game,hanām
103,game,goro
103,game,tō ṅhōma
103,game,ntrama
103,game,wàre
103,game,si nté
103,gang,asafo
103,gang,feku
103,gangrene,akisikuru
103,gangrene,kòkoram
103,gaol,afiase
103,gaol,nneduadaṅ
103,gap,tokūru
103,gap,okū
103,gap,gyau
103,gap,egyere
103,gape,hãṅ or tēṅ'anom
103,gape,sou
103,gape,ano
103,gape,sou ahōhōm
103,gape,ahuṅmu
103,gape,yawn
103,gape,yeram
103,gape,Ak. hăram
103,garb,atade
103,garb,nt-
103,garb,adurade
103,garden,túró
103,garden,tŭrom
103,garden,afikyifu
103,garden,ye tŭrom'adwuma
103,gardener,tŭromfwefo
103,garlic,áṅwò
103,garment,atade
103,garment,nt-
103,garment,adurade
103,garment,otam
103,garment,ntama
103,garment,odánta
103,garment,amōase
103,garment,ôdenă
103,garment,bo dá-
103,garment,mõ am.
103,garment,-denă
103,garner,osaṅ
103,garner,pútu
103,garnish,hyehye
103,garnish,kekã
103,garnish,wura
103,gas,gyabiru mu
103,gas,mframa bi a woso na ede(u)
103,gas,gās
103,gate,abobō
103,gate,opoṅkese
103,gate,kūro ano
103,gather,tase
103,gather,boa ano
103,gather,tĭa
103,gather,te (aba)
103,gather,nŭ (abe)
103,gather,tase so
103,gathering,anobóá
103,gathering,ṅhyiam
103,gathering,otōyi
103,gauge,susu
103,gauge,hye agyirae
103,gauze,sirikyi or ṅwera hata-hata
103,gauze,ananse-ntámmá
103,gay,ye osó
103,gay,ani gye
103,gay,di ahurusi
103,gay,te akrayám'
103,gaze,fwe hă
103,gaze,gyeṅ (n'ani)
103,gazette,nsemnsem-ṅhōma
103,gazette,amansemṅh
103,geld,sa or twa.. sae
103,geld,yi ayitòto
103,geld,yi á-fwèābó
103,gelding,osae
103,gelding,oguaṅ-
103,gelding,nantwi-
103,gelding,prako-
103,gelding,opoṅkosae
103,gem,abogdeṅbo
103,gem,hyeremmó
103,gem,adwinne
103,gemini,nta
103,gemini,nsoroma-
103,gender,nea ekyere onini nè obere mu nsonoē
104,genealogy,anãto
104,general,osáhene
104,general,osafoheṅkũnini
104,generalise,hyehye brb. n'akõteṅ so
104,generalise,bọ brb. mu
104,generalise,ye:.ṅkãgu mu
104,generate,wo
104,generation,awo
104,generation,awo-ntoatoaso
104,generous,to be-
104,generous,nsa tẽe
104,generous,yam ye
104,generous,ye adoe
104,generous,odẽfoo
104,genesis,mfiase
104,genesis,fi odõmãṅkãmãbọde
104,genesis,Kyereu Kr. ṅh. I
104,genitals,anoso
104,genitals,sickness of-
104,genitals,okrãmaṅ
104,genitals,okeka
104,genitals,bàba
104,genius,okãra
104,genteel,to be-
104,genteel,oye agũasoba
104,genteel,onim agũasemdeyo
104,genteel,opou
104,genteel,n'anim ye nyam
104,gentile,obosonsomni
104,gentile,pl. a--fo
104,gentile,pl. amahaman
104,gentle,bo
104,gentle,hõ or ani dwo
104,gentle,tongue
104,gentle,tekremãbere
104,gentle,oye t
104,gentleman,agũasem-nipa
104,gentleman,obarima
104,gentleman,pl. mm-
104,gentleman,odehye
104,gentleman,pl. a-
104,gentleman,opanyiṅ
104,gentleman,pl. mp
104,gently,bereõ
104,gently,dwo
104,gently,speak-! gõ wo ani kasa!
104,genuflection,naṅkrõmasi
104,genuine,kroṅkroṅ
104,genuine,pa
104,genuine,pòtẽ
104,geographer,asase hõ seṅkyerefo or nimdefo
104,geography,asase hõ nsem
104,geology,asase mu nneema hõ nimdee
104,geometry,asaseanisusu
104,geometry,efasusu
104,germ,ani
104,germ,aniwa
104,german,onua
104,german,pl. a-nom
104,german,obusũani
104,german,pl. a--fo
104,German,Germaneni
104,German,pl. -fo
104,Germany,Germane (ahemmaṅ)
104,gesture,animyobea
104,get,nyã
104,get,gye
104,get,fa
104,get,ye
104,get,sũa
104,get,du
104,get,du hõ
104,get,nsa kã
104,get,nsa sõ so
104,get,at
104,get,to
104,get,du
104,get,du hõ
104,get,so
104,get,out
104,get,fi
104,get,mu
104,get,adi
104,get,up
104,get,sore
104,get,soso
104,get,foro
104,get,nyáṅ
104,get,"phr. he manages to - out of a snare, opa ne to ase fi adi"
104,ghost,hoṅhom
104,ghost,sunsum
104,ghost,esésá
104,ghost,pl. a--fó
104,ghost,osámaṅ
104,ghost,pl. a--fo
104,giant,oběraṅ
104,giant,pl. a-
104,giant,tetetũ
104,giant,osram
104,gibbet,aseñẽ
104,gibbet,aseṅdua
104,giddiness,of youth nsoáfóro
104,giddiness,mpófóro
104,giddy,to be-
104,giddy,ani so biri (no)
104,giddy,adwenem ye..basã
104,giddy,by drink bõ (nsã)
104,gift,akyede
104,gift,adekyede
104,gift,omã
104,gifted,nea owọ ti
104,gifted,wabèṅ
104,giggle,aserehyéhye
104,giggle,bọ nserehy
104,gild,dura or kata hõ sika
104,gin,mmõrosã
104,gin,engine afiri a wọde yi asawa-mfuturu mu aba
104,ginger,akékáduru
104,ginger,akáka-
104,gingle,bọ kéṅṅ
104,gird,bọ or kyekyere so
104,gird,bọ or kyekyere aseṅ
104,gird,sĩaba (ntama)
105,girdle,abọso
105,girdle,abọmu
105,girdle,ṅkyekye-remu
105,girdle,aseṅ mu tam
105,girdle,As. afọró
105,girl,abọfrabea
105,girl,obéawa
105,girl,F. akatasia
105,give,mã
105,give,kyẹ
105,give -back,daṅ (mã)
105,give -in charge,de..hyẹ nsa
105,give -in charge,hyẹ
105,give -leave,gya or mã ọkwaṅ
105,give -over,de..hyẹ nsa
105,give -over,yi..mã
105,give -over,gya mu
105,give -over,mã ọkwaṅ
105,give -over and above,to mu
105,give -over and above,to so
105,give -over and above,gu so
105,give -over and above,hyẹ mu
105,give -out,yi
105,give -out,yi adi
105,give -(speak),kã (asẹm)
105,give -a song,to or frẹ dwọm
105,give -up,gya(u)
105,give -up,gyae
105,give -up,pa aba(u)
105,give -up,yi..mã
105,gizzard,(akokọ or anọma) tà
105,gizzard,menãse kotoku
105,glad,ani gye
105,glad,ani kã
105,glad,họ sãṅ or sẹpẹ (no)
105,glad,nyã kọmapá
105,"glad, gladden",yẹ fẹ
105,"glad, gladden",gye ani
105,"glad, gladden",mã ani gye
105,gladness,cf. joy
105,glance,ani bọ so
105,glance,ani sã
105,glare,nyinam
105,glare,hyerẹṅ
105,glare,hyẹhyẹ
105,glass,afwẹfwẹ
105,glass,bọrọhãnne
105,glass -drinking,kọṅ kó
105,glass -drinking,prẹntọá
105,glaze,"de afwẹfwẹ (sãnyã, sũmpĩ) dura brb. họ or mu"
105,glean,di mpẹpewa
105,glean,tase mu
105,glean,yiyi
105,glean -ing,mpẹpẹudi
105,gleaner,mpẹpewadifo
105,glee,anigye
105,glee,ahurusidi
105,glen,obọṅ(wá)
105,glide (off),patiri
105,glide (off),watiri
105,glimpse,nnyĩnamhũ
105,glimpse,fwẹ
105,glimpse,sọnomãnsọhũ
105,glimpse -v.,bota
105,glimpse -v.,ani bọ so tá
105,glimpse -in a-,nnyĩnám
105,"glisten, glister, glitter",nyinam
105,"glisten, glister, glitter",hoa
105,"glisten, glister, glitter",hyerẹṅ
105,"glisten, glister, glitter",hãraṅ
105,"glisten, glister, glitter",yẹ hãnãhãnã
105,"glisten, glister, glitter",yẹ hyẹhyẹ
105,globe,brb. korokorowa
105,globe,asase ṅfwẹso korok-
105,globules,ade ṅkorokorowa
105,globules,"ṅketeṅkete (sẹmpéremma, abro-bia-aba n. a.), abaabá"
105,gloomy,kusū
105,gloomy,bisī
105,gloomy,bisib-
105,gloomy -to look-,mũna
105,glorify,hyẹ anuonyam
105,glorify,kamfo
105,glorious,to be-
105,glorious,wọ anuonyam
105,glorious,yẹ nyam
105,glory,anuonyam
105,glory,animonyam
105,glory,ọhyerẹṅ
105,glory,ọhãraṅ
105,glory,enĩm
105,glory,nĩdi
105,gloss,pọ(u) (họ)
105,glossy,hyẹhyẹ
105,glossy,hãnãhãnã
105,glove,nsa-boha
105,glow,dọ (gya)
105,glow,dọ kọ
105,glow-worm,obogya
105,glue,amã
105,glue,amãne
105,glue,mãnnó
105,glue,ehyẹ
105,glutinous,mã
105,glutinous,hũã
105,glutinous,mãtãmãtã
105,glutton,potwã
105,glutton,odidifo
105,gluttonness,potwã
105,gluttonness,adidifurum
105,gluttonness,adiditrãsó
105,gnash (with) the teeth,twẹre sẽ
105,gnat,ṅwãnsanã
105,gnat,ntóntom
105,gnat,atọṅtoreboá
105,gnat,atọntrọboa
105,gnaw,wẹ
105,gnaw,di
106,go,ko
106,go,ko so
106,go,nam kwaṅ
106,go,nante
106,gonorrhea,okrámáṅ
106,good,pa
106,good,papa
106,good,ye
106,goods,ade
106,goods,nneɛma
106,goods,agǔade
106,gore,fwiro (mu)
106,gore,si
106,gorge,mene
106,gorilla,aboatia
106,gorilla,sasabonsam
106,gormandize,ye potwã
106,gospel,asɛmpa
106,gospel,kaseɛpa
106,gossip,kasa bĭrebĭre
106,gossip,ano ye berebere
106,gossip,bétɛbɛtɛ
106,gossip,ano bétɛb-
106,gossip,sɛmɔɖe
106,gossip,abaṅsosɛm
106,gossip,nsise
106,gossip,mmɔmãhɔ
106,gourd,fere
106,gourd,toa
106,gout,asobau
106,goal,botae
106,goal,agyirae
106,goal,nsɔhyé
106,goal,o-
106,goat,aberekyi
106,goat,Ak.apoṅkyé
106,goat,amp-
106,goat,osebirebontu
106,goat,adúonna
106,goat,aduonimmã
106,goblin,osãmaṅ
106,goblin,tẅentẅeṅ
106,God,Onyame
106,God,Onyaṅkɔpoṅ
106,God,Odómãṅkãmã
106,God,Borebóre
106,goddess,onyamewa
106,goddess,obosombã
106,godly,nea oyɛ nyamesomfo pa
106,godly,osuro Nyame
106,gold,sika
106,gold,amapã
106,gold,si-ka ntẅeabaṅ
106,gold,mfuturu
106,gold,sikasu
106,gold,tére
106,gold,tére da ne koṅ mu or bɔ ne nsa
106,gold,dẅumfo
106,gold,nãṅfo
106,gold,karifo
106,gold,asika
106,gold,as-ye
106,govern,di (maṅ) so
106,govern,di hene
106,government,omaṅsofwɛ
106,government,abaṅ-ne
106,governor,amrâdo
106,governor,omaṅsofwɛfo
106,governor,bɔroghene
106,governor,kumpɔnó
106,governor,kump. bɔrofo
106,gown,atade ẅū
106,gown,atade tenteṅ
106,grace,odōm
106,grace,anuonyam
106,grace,ahɔ̃ofe
106,graceless,nea oyɛ kwasampãni
106,graceless,busufo
106,graceless,nea wampo
106,gracious,dōm
106,gracious,hū mmɔbɔ
107,gradually,ṅkakra-ṅkakra
107,graft,tẹ dubă dua bi mu
107,grain,bŭrofua
107,grain,aẇifua
107,grammar,akasakwaṅso hyehyẹbea
107,grammar,okasammăra
107,grand,kẹse
107,grand,kokŭrō
107,grand-child,ọbanănă
107,grand-child,nănă
107,grand-child,nănăwa (As.)
107,grand-daughter,ọbanănă bea
107,grand-father,nănă (barima)
107,grand-mother,nănă (bă)
107,grand-parent,nănă
107,grand-son,ọbanănă barima
107,grandee,ọpanyiṅ
107,grandee,opumpuní
107,grant,mă (hō) kwaṅ
107,grant,mă
107,grant,kyẹ
107,grant,dōm (obi brb.)
107,grant,akyẹde
107,grant,ayẹyẹde
107,grant,ọboa
107,grape,bobe-aba
107,grape,bobe-kasĭa
107,grapple,wora
107,grapple,di ayẹnsiṅ
107,grasp,fua
107,grasp,kura
107,grasp,so mu
107,grass,wura
107,grass,ṅwura
107,grass,sare
107,grass,sẹrẹ
107,grass,(nsoṅfẇĕa)
107,grass-hopper,abebe
107,grass-hopper,tuafuru n. a.
107,grassy plain,sarem'
107,grassy plain,sareso
107,grassy plain,Ak. serem
107,grassy plain,sẹrẹsoo
107,grate,tẇū
107,grate,tẇi
107,grate,tẇerẹ
